end_time,artist_name,track_name,ms_played,id,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature
2021-02-16 12:00,Joseph Tilley,I Want U,37460,4IWGnyOHDrVZEtPWfs4s7q,0.106,0.681,0.701,9,0.0,0.208,-6.336,1,0.0767,0.398,139.952,4
2021-02-16 12:01,Yerin Baek,Square (2017),21840,13On7DYsJ3IrWxBWuOwM8t,0.0633,0.504,0.79,8,0.0,0.26,-5.254,1,0.0399,0.528,99.916,4
2021-02-16 12:01,ELLIANA,Emotional,6130,7ge7BHazYbVKi8qyZUX1Bm,0.0286,0.585,0.641,6,0.0,0.316,-4.269,0,0.133,0.266,88.284,4
2021-02-16 12:01,Sawyer,Emotional Girls,27080,4MuMF5ZGZ0xrJoYg9oj9SX,0.174,0.822,0.711,3,0.0,0.108,-4.449,1,0.0442,0.842,123.981,4
2021-02-16 12:01,Cody Fry,Vegas,13680,0AxZUYeQ9bZwSdt1LmZuok,6.97e-05,0.202,0.804,7,0.00775,0.081,-5.465,1,0.0383,0.418,179.911,4
2021-02-16 12:02,The Regrettes,I Love Us,6810,4356Typ82hUiFAynbLYbPn,0.0338,0.663,0.861,7,0.0,0.082,-3.398,0,0.109,0.654,119.963,4
2021-02-16 12:02,Bares,Montage,11530,4kUZvXB3LC3an3HX6h0s17,0.401,0.729,0.504,8,1.44e-06,0.121,-6.784,0,0.0321,0.305,110.011,4
2021-02-16 12:02,Charlotte Lawrence,Talk You Down,1970,5y41zHFubnN6T5TpU8wHOx,0.0215,0.418,0.525,1,0.0,0.136,-9.18,1,0.136,0.421,86.875,4
2021-02-16 12:02,Lennon Stella,Golf On TV,2690,5xROgo35i9a9IbQgN56Clz,0.4,0.565,0.548,5,0.0,0.252,-8.376,1,0.18,0.159,104.892,4
2021-02-16 12:02,Foxes,Love Not Loving You,4070,1VSsfA5Z37dSNPqiK5dxmM,0.00321,0.638,0.951,10,0.000126,0.0629,-2.985,1,0.109,0.487,121.049,4
2021-02-16 12:02,John K,if we never met (feat. Kelsea Ballerini),1840,5vDA0WiwxOzj4AJDKDl1Bz,0.223,0.955,0.369,8,0.0,0.14,-7.614,1,0.0502,0.343,107.98,4
2021-02-16 12:02,teddy<3,Under the Blue,8410,4jL6WWKFDqCOPo2hC3VhSS,0.0142,0.59,0.833,5,5.4e-06,0.105,-6.503,0,0.0615,0.538,94.963,4
2021-02-16 12:02,Perlo,Call Me a Fool,3610,4nNft158MTJ5fbbPt0tb2l,0.754,0.495,0.537,0,0.0109,0.633,-4.959,0,0.0296,0.171,132.395,3
2021-02-16 12:02,NARAN,Pity Party,11180,3fo6DYGktjENCiagUeU9yH,0.058,0.716,0.73,6,7.32e-06,0.151,-4.126,0,0.0364,0.339,136.05,4
2021-02-16 12:02,shallow pools,ice water,7340,3ddCRaKiwydCnvYSy6tL2D,0.985,0.235,0.00764,2,0.962,0.102,-32.352,1,0.0442,0.064,74.636,4
2021-02-16 12:03,Cecilia Gault,Hanasuto,49460,6UYs0odDmN1S56dFFHTAC5,0.186,0.645,0.682,1,6.38e-05,0.0894,-8.073,1,0.214,0.576,176.146,4
2021-02-16 12:05,Starletta,Move On,87380,05WIYJYtnZHUmL1uuYmvY1,0.287,0.31,0.722,7,0.0,0.345,-5.348,1,0.0813,0.349,86.693,4
2021-02-16 12:06,The Attire,Kool Aid,77660,2TyjVO7KBdGHBvQxAnFFsa,0.154,0.657,0.845,11,0.0,0.294,-4.57,1,0.3,0.706,89.835,4
2021-02-16 12:06,Roman Rouge,Darkness,2510,6RksBSj5fFtPkUnL2EE0oe,0.00732,0.334,0.933,4,0.0,0.264,-4.49,1,0.09,0.18,132.812,4
2021-02-16 12:06,Ritt Momney,Put Your Records On,3900,6AGOKlMZWLCaEJGnaROtF9,0.0563,0.399,0.491,6,0.00089,0.11,-10.778,0,0.0538,0.151,91.066,4
2021-02-16 12:06,SADBOii,A Thousand Miles,1850,4w1lzcaoZ1IC2K5TwjalRP,0.323,0.56,0.825,11,0.0,0.161,-3.862,1,0.0379,0.268,94.931,4
2021-02-16 12:06,Jill Baylon,Crush Phase,1960,4bcm44wEnGX4kHgECRXx7b,0.295,0.484,0.422,6,0.0253,0.119,-9.3,1,0.0253,0.402,73.98,4
2021-02-16 12:07,KAROL G,LOCATION,11880,152lZdxL1OR0ZMW6KquMif,0.33,0.736,0.449,1,0.000162,0.0898,-11.462,0,0.425,0.326,80.126,4
2021-02-16 12:07,Nipsey Hussle,What It Feels Like,22570,5GjnIpUlLGEIYk052ISOw9,0.0391,0.551,0.833,8,2.77e-06,0.0632,-5.217,1,0.03,0.145,129.885,5
2021-02-16 12:08,P!nk,Cover Me In Sunshine,820,6Tio0ZoDeSQnI7EBAqWer2,0.0599,0.476,0.594,5,0.0,0.0785,-6.879,1,0.135,0.314,159.702,4
2021-02-16 12:08,Erica Banks,Buss It (feat. Travis Scott),9870,0XqrIEnDoHvodUzGRmyKYQ,0.0699,0.898,0.529,9,0.0,0.536,-5.428,1,0.2,0.8,110.032,4
2021-02-16 12:08,Pale Waves,Fall to Pieces,1230,6zFsz86nAj5gcvzyVqNL3k,0.917,0.54,0.0568,10,1.01e-06,0.12,-20.508,1,0.0351,0.506,111.791,4
2021-02-16 12:08,Pink Sweat$,Heaven,31810,3w3y8KPTfNeOKPiqUTakBh,0.049,0.726,0.698,5,0.0,0.309,-4.165,1,0.0431,0.867,143.994,4
2021-02-16 12:08,Rita Ora,Big (feat. Gunna),1610,78oZ26xvmtCfarveRXs3dq,0.0659,0.779,0.845,7,1.16e-06,0.0641,-3.446,1,0.0356,0.615,111.995,4
2021-02-16 12:08,slowthai,terms (feat. Dominic Fike & Denzel Curry),16280,2iwLygOHE2YStc23isxS3b,0.153,0.727,0.578,10,3.59e-05,0.142,-10.516,1,0.225,0.238,140.044,4
2021-02-16 12:08,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),2800,4IvuPZogXbY7LODs7qzr0W,0.346,0.518,0.683,1,0.0,0.311,-5.295,1,0.0364,0.304,141.971,4
2021-02-16 12:08,Lucky Daye,How Much Can A Heart Take (feat. Yebba),940,5SFssNXGjeOxdAnECfgttm,0.324,0.661,0.693,6,0.0336,0.0959,-6.553,0,0.196,0.613,82.058,4
2021-02-16 12:08,Florida Georgia Line,Always Gonna Love You,1970,5wTt43UbS3HmDvzAJ7Yax3,0.165,0.543,0.723,6,0.0,0.11,-4.892,1,0.0499,0.428,143.028,4
2021-02-16 12:08,Lil Tjay,Calling My Phone,19330,3J8EOeKLTLXORtWPpOU5bE,0.451,0.907,0.393,4,1.35e-06,0.135,-7.636,0,0.0539,0.202,104.949,4
2021-02-16 12:09,Simple Creatures,Special,30940,3Hz3tTQwOdM6XkA0ALB2G9,0.0296,0.708,0.959,1,0.00188,0.107,-1.338,1,0.0604,0.644,128.981,4
2021-02-16 12:09,FINNEAS,Angel,5020,40LQiUUUKXVGyNs09lHVjW,0.0217,0.476,0.736,2,1.08e-06,0.203,-5.38,1,0.0343,0.251,129.084,4
2021-02-16 12:09,Melanie Martinez,Pity Party,5430,3fo6DYGktjENCiagUeU9yH,0.058,0.716,0.73,6,7.32e-06,0.151,-4.126,0,0.0364,0.339,136.05,4
2021-02-16 12:09,Alexander Stewart,Best Damn Thing,5040,7lmX3dD2Xy13Jo1oCTR4ot,0.00187,0.555,0.943,2,3.92e-05,0.151,-2.492,1,0.0891,0.882,165.027,4
2021-02-16 12:09,Tungevaag,Wake Up Alone (feat. Clara Mae),4360,2vzBZ87UkwvkIycWEWFrYp,0.146,0.535,0.738,1,0.0,0.0995,-7.085,1,0.137,0.488,75.874,4
2021-02-16 12:09,FINNEAS,What They'll Say About Us,5730,4W1gUkq2TAOOFCBet3i3WR,0.88,0.538,0.318,7,7.28e-05,0.116,-13.036,0,0.0417,0.0897,144.988,4
2021-02-16 12:10,Joshua Bassett,Common Sense,2450,1jFtCDktj1XTxDcu52iyeC,0.0608,0.642,0.962,5,7.94e-05,0.345,-6.332,0,0.0794,0.165,139.989,4
2021-02-16 12:13,Ruth B.,Dandelions,233720,2eAvDnpXP5W0cVtiI0PUxV,0.0157,0.609,0.692,1,0.0,0.0864,-2.958,1,0.0259,0.454,116.959,3
2021-02-16 12:17,New Hope Club,Medicine,205520,4lFfMRH0YH4pW5gczTDbNC,0.24,0.741,0.37,8,0.0,0.118,-8.437,0,0.324,0.13,116.06,4
2021-02-16 12:18,Kelly Clarkson,Broken & Beautiful,60950,1Y9cAYTmyWJCcmfqdG2I29,0.0823,0.73,0.732,8,0.0,0.0757,-2.556,1,0.0366,0.546,112.058,4
2021-02-16 12:21,Cody Simpson,No Ceiling,216893,6J0bdIZElZMymahgVWRE9B,0.46,0.724,0.652,3,0.000142,0.101,-6.869,1,0.0247,0.75,106.911,4
2021-02-16 12:22,ZAYN,Vibez,42336,0fySG6A6qLE8IvDpayb5bM,0.113,0.768,0.652,1,0.0,0.107,-2.708,0,0.307,0.777,154.187,4
2021-02-16 12:26,Taylor Swift,right where you left me - bonus track,245026,3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,10,0.000106,0.117,-6.524,1,0.0282,0.645,137.915,4
2021-02-16 12:29,Taylor Swift,We Are Never Ever Getting Back Together,191880,0VwNdo84DaVYLIkbVO86ND,0.00957,0.628,0.676,7,2.65e-05,0.121,-5.911,1,0.0916,0.75,85.984,4
2021-02-16 12:35,Sia,"Audio (feat. Sia, Diplo, and Labrinth)",204093,100eDEmpWV5YGVCqHI0leU,0.209,0.568,0.701,3,1.06e-06,0.0769,-4.566,0,0.0426,0.353,89.969,4
2021-02-16 12:38,One Direction,A.M.,148100,0Hu1ylV8WuaLcLclixNgTV,0.568,0.469,0.562,1,0.000135,0.123,-6.402,1,0.0343,0.483,138.197,4
2021-02-16 12:38,The Movement,Set Sail,34930,2nkuZha8Oe9puQ8ZX1P9ha,0.216,0.747,0.657,7,0.0,0.0844,-5.993,1,0.0524,0.726,96.288,4
2021-02-16 12:39,Drax Project,Woke Up Late (feat. Hailee Steinfeld),30390,4oPWkP9zQ5ANBbfdHGOvKF,0.043,0.698,0.66,2,0.0,0.186,-5.429,0,0.083,0.351,119.214,4
2021-02-16 12:39,Dua Lipa,Don't Start Now,2910,6o6urrgOIVbIzzmO4KJHCO,0.876,0.498,0.185,11,0.459,0.237,-12.205,0,0.0484,0.707,78.775,3
2021-02-16 12:39,Slightly Stoopid,2am,32020,4cs6ORX8aKd6rtVdwAnnel,0.00594,0.794,0.577,2,0.37,0.0708,-8.549,1,0.111,0.645,82.46,4
2021-02-16 12:39,PUBLIC,Make You Mine,1410,5iFwAOB2TFkPJk8sMlxP8g,0.0128,0.606,0.799,9,0.0,0.15,-4.452,1,0.0261,0.638,103.014,4
2021-02-16 12:43,Taylor Swift,Eyes Open,240690,69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.628,2,0.428,0.272,-8.407,1,0.0274,0.701,100.038,4
2021-02-16 13:01,FINNEAS,Shelter,3239,6H3kDe7CGoWYBabAeVWGiD,0.447,0.634,0.63,1,0.039,0.17,-8.277,0,0.031,0.489,118.628,4
2021-02-16 13:04,FINNEAS,Shelter,184272,6H3kDe7CGoWYBabAeVWGiD,0.447,0.634,0.63,1,0.039,0.17,-8.277,0,0.031,0.489,118.628,4
2021-02-16 13:07,Sia,1+1,178656,6flTdjNBZPVsEFtjMO8u4W,0.0512,0.523,0.742,0,0.0,0.0731,-4.702,1,0.0713,0.391,110.058,4
2021-02-16 13:10,Ashe,The Same,203655,4VXIryQMWpIdGgYR4TrjT1,0.0769,0.671,0.529,0,0.000335,0.0856,-7.226,1,0.307,0.203,161.989,4
2021-02-16 13:10,BETWEEN FRIENDS,shiny,4170,1IZwCzAmaFmmdJj0cmhaax,0.482,0.641,0.68,0,0.0,0.101,-7.64,1,0.23,0.574,146.116,4
2021-02-16 13:10,COIN,Sagittarius Superstar (feat. Faye Webster),5888,5MKRJvmmJTzC0xdXIiVsAd,0.29,0.552,0.653,5,0.00124,0.247,-8.632,1,0.0523,0.647,119.672,4
2021-02-16 13:11,Pink Sweat$,Heaven,373,3w3y8KPTfNeOKPiqUTakBh,0.049,0.726,0.698,5,0.0,0.309,-4.165,1,0.0431,0.867,143.994,4
2021-02-16 13:11,Nipsey Hussle,What It Feels Like,970,5GjnIpUlLGEIYk052ISOw9,0.0391,0.551,0.833,8,2.77e-06,0.0632,-5.217,1,0.03,0.145,129.885,5
2021-02-16 13:11,FINNEAS,Luck Pusher,565,56IGNuGmEjWZDtih5N6i3y,0.842,0.62,0.437,9,7.98e-05,0.123,-12.186,1,0.0267,0.335,130.052,4
2021-02-16 13:13,FINNEAS,Claudia,161876,1PCvKFPWnTXAe2oaReVUcr,0.00879,0.592,0.935,6,0.0154,0.132,-4.317,0,0.0581,0.567,125.013,4
2021-02-16 13:25,FINNEAS,Where the Poison Is,194472,2rPduOYc8QyiQVtoNEixk8,0.244,0.565,0.366,1,0.00537,0.323,-9.76,0,0.269,0.431,84.977,4
2021-02-16 13:28,FINNEAS,New Girl,181437,2TzwPoIbAE6g70DBsvUGSt,0.982,0.668,0.0817,4,0.878,0.0775,-20.564,1,0.0615,0.127,80.746,3
2021-02-16 13:31,FINNEAS,Let's Fall in Love for the Night,190348,7kQkmyoHCEqwe7QwDbkSXM,0.802,0.737,0.408,5,0.0,0.171,-7.941,1,0.104,0.374,127.921,4
2021-02-16 13:35,FINNEAS,Heaven,222664,3w3y8KPTfNeOKPiqUTakBh,0.049,0.726,0.698,5,0.0,0.309,-4.165,1,0.0431,0.867,143.994,4
2021-02-16 13:36,FINNEAS,Landmine,72760,2HY1NsQG5J3TJJDgO22IlV,6.65e-05,0.371,0.984,6,4.48e-06,0.162,-2.629,1,0.2,0.363,194.001,4
2021-02-16 13:36,FINNEAS,Partners in Crime,14357,4oaU0fMSg3n9kqOwmLPVhH,0.00704,0.376,0.939,1,0.0,0.116,-3.437,1,0.0572,0.815,190.109,4
2021-02-16 13:37,Lorde,Green Light,3008,1YDebgap5OFwXEBG18NJvy,0.129,0.933,0.656,2,0.0,0.161,-5.85,1,0.322,0.934,119.987,4
2021-02-16 13:40,Lorde,Tennis Court,198907,74fpNVAJrKGQuqHETi4WSt,0.0126,0.764,0.567,0,9.51e-05,0.257,-8.585,1,0.0609,0.428,89.988,4
2021-02-16 13:44,Lorde,400 Lux,234286,6rjtB7KSIiJ6v9vrACMlqF,0.0787,0.512,0.474,2,0.00345,0.134,-8.36,1,0.0371,0.194,183.991,4
2021-02-16 14:03,Lorde,Royals,190185,2dLLR6qlu5UJ5gk0dKz0h3,0.121,0.674,0.428,7,0.0,0.132,-9.504,1,0.122,0.337,84.878,4
2021-02-16 14:26,Lorde,Ribs,34133,2MvvoeRt8NcOXWESkxWn3g,0.534,0.511,0.472,4,0.614,0.11,-9.277,1,0.091,0.0399,127.978,4
2021-02-16 20:24,Taylor Swift,Eyes Open,3916,69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.628,2,0.428,0.272,-8.407,1,0.0274,0.701,100.038,4
2021-02-16 20:28,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb,0.0732,0.772,0.503,11,0.0,0.0785,-7.603,0,0.0873,0.496,138.046,4
2021-02-16 20:32,Cher Lloyd,Want U Back,214573,6E11E0lT5Zy7yb6iT3y8DN,0.0562,0.694,0.891,9,0.0,0.561,-2.94,1,0.0949,0.563,97.939,4
2021-02-16 20:36,PUBLIC,Make You Mine,232906,5iFwAOB2TFkPJk8sMlxP8g,0.0128,0.606,0.799,9,0.0,0.15,-4.452,1,0.0261,0.638,103.014,4
2021-02-16 20:39,Miley Cyrus,Mother's Daughter,219080,2WyRfGeHo97VC5mP1BBSzr,0.00464,0.681,0.865,1,0.00169,0.149,-4.132,0,0.0594,0.528,91.017,4
2021-02-16 20:41,The Weeknd,Save Your Tears,112944,5QO79kh1waicV47BqGRL3g,0.0212,0.68,0.826,0,1.24e-05,0.543,-5.487,1,0.0309,0.644,118.051,4
2021-02-17 05:12,The Weeknd,Save Your Tears,30,5QO79kh1waicV47BqGRL3g,0.0212,0.68,0.826,0,1.24e-05,0.543,-5.487,1,0.0309,0.644,118.051,4
2021-02-17 05:16,Taylor Swift,Eyes Open,244586,69Kzq3FMkDwiSFBQzRckFD,0.00102,0.696,0.628,2,0.428,0.272,-8.407,1,0.0274,0.701,100.038,4
2021-02-17 05:19,5 Seconds of Summer,Lover Of Mine,206973,5wejUto9orDIV7g8eb6VZ6,0.513,0.422,0.269,8,0.000212,0.203,-9.457,1,0.0359,0.052,111.884,3
2021-02-17 05:23,Tom Petty and the Heartbreakers,Finding Out,216400,4YgjTjzden2HdFOyEF3R9h,0.0311,0.634,0.763,7,3.59e-05,0.549,-5.028,1,0.241,0.781,155.7,4
2021-02-17 05:26,Arctic Monkeys,505,840,58ge6dfP91o9oXMzq3XkIS,0.00237,0.52,0.852,0,5.79e-05,0.0733,-5.866,1,0.0543,0.234,140.267,4
2021-02-17 12:08,Niall Horan,Arms Of A Stranger,530,63MU2FswcPQclQMxK17Fkb,0.0283,0.49,0.806,8,0.0,0.0657,-4.867,0,0.0387,0.547,148.021,4
2021-02-17 12:08,ZAYN,Sweat,5080,2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,10,0.0177,0.101,-2.81,1,0.0336,0.398,124.053,4
2021-02-17 12:08,ZAYN,When Love's Around (feat. Syd),21050,6bL1Rqcx1RXG6VsMmrYN8F,0.312,0.694,0.584,8,0.00646,0.0717,-9.406,0,0.149,0.343,173.987,4
2021-02-17 12:08,Tungevaag,Wake Up Alone (feat. Clara Mae),6310,2vzBZ87UkwvkIycWEWFrYp,0.146,0.535,0.738,1,0.0,0.0995,-7.085,1,0.137,0.488,75.874,4
2021-02-17 12:08,FINNEAS,What They'll Say About Us,5080,4W1gUkq2TAOOFCBet3i3WR,0.88,0.538,0.318,7,7.28e-05,0.116,-13.036,0,0.0417,0.0897,144.988,4
2021-02-17 12:12,Taylor Swift,right where you left me - bonus track,245026,3zwMVvkBe2qIKDObWgXw4N,0.769,0.581,0.619,10,0.000106,0.117,-6.524,1,0.0282,0.645,137.915,4
2021-02-17 12:14,Alexander Stewart,Best Damn Thing,85133,7lmX3dD2Xy13Jo1oCTR4ot,0.00187,0.555,0.943,2,3.92e-05,0.151,-2.492,1,0.0891,0.882,165.027,4
2021-02-17 12:14,Bruno Mars,Treasure,14770,55h7vJchibLdUkxdlX3fK7,0.0412,0.874,0.692,5,7.24e-05,0.324,-5.28,0,0.0431,0.937,116.017,4
2021-02-17 12:17,FINNEAS,American Cliché,203389,2IFioAFD8QEIq17UwOaSFb,0.0732,0.772,0.503,11,0.0,0.0785,-7.603,0,0.0873,0.496,138.046,4
2021-02-17 12:19,Tom Petty and the Heartbreakers,Walls - Circus,65600,5yEpB2g3CbuVk4YmAkzkOK,0.0742,0.538,0.763,5,3.54e-06,0.116,-5.238,1,0.0264,0.384,100.837,4
2021-02-18 04:24,Khalid,8TEEN,228600,5bgwqaRSS3M8WHWruHgSL5,0.225,0.83,0.585,1,0.00209,0.0576,-5.802,1,0.0366,0.642,105.03,4
2021-02-18 04:27,The Vamps,Chemicals,170693,2ORvnjpTAXtyTKnaGAgFIv,0.118,0.619,0.848,11,0.0,0.353,-5.084,0,0.38,0.752,113.928,4
2021-02-18 04:27,Daya,"Sit Still, Look Pretty",14490,0EGuSSpuu9wmHCtvb4PdLO,0.14,0.655,0.74,2,0.0,0.106,-4.081,1,0.274,0.543,182.105,4
2021-02-18 04:28,Harry Styles,Watermelon Sugar,6922,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,0.816,0,0.0,0.335,-4.209,1,0.0465,0.557,95.39,4
2021-02-18 04:30,Bruno Mars,Runaway Baby,147746,5MMLS3xm12D7N26xlfFApr,0.263,0.658,0.762,10,0.0,0.127,-3.028,0,0.0425,0.823,163.864,4
2021-02-18 04:34,Niall Horan,Cross Your Mind,228767,2zPIhmitmDGUjW1JQQ1PeG,0.141,0.747,0.415,0,0.29,0.462,-14.366,1,0.03,0.441,111.721,4
2021-02-18 04:37,FINNEAS,I Don't Miss You at All,128916,6ee7CHWggDCiHtZdgzqnJG,0.609,0.839,0.316,1,0.0004,0.103,-7.57,0,0.224,0.531,148.094,4
2021-02-18 04:40,5 Seconds of Summer,Easier - Live From The Vault,206927,2a8Uiea6C8Y1w4e7mA36eA,0.0022,0.648,0.712,1,0.000198,0.0887,-4.917,0,0.0474,0.29,90.0,4
2021-02-18 04:43,ZAYN,Vibez,163127,0fySG6A6qLE8IvDpayb5bM,0.113,0.768,0.652,1,0.0,0.107,-2.708,0,0.307,0.777,154.187,4
2021-02-18 04:46,Holy Mattress Money,Blue Hundreds,216000,3OYiIQhHc5xNQsdV3jcbSv,0.368,0.798,0.508,1,3.21e-06,0.265,-6.989,1,0.0526,0.675,110.012,4
2021-02-18 04:49,Billie Eilish,watch,177523,4JeOesjcWWlprTAvucDSJX,0.385,0.53,0.593,5,0.0,0.314,-7.286,1,0.0545,0.538,125.723,4
2021-02-18 04:52,MAX,Love Me Less (feat. Quinn XCII),177669,2tOOcDDYkh0PSjr6GwPEAJ,0.0828,0.732,0.856,11,0.0,0.323,-2.2,0,0.0929,0.771,145.034,4
2021-02-18 04:56,blackbear,chateau,212926,41mclLjggl2nmbYpRisKrh,0.43,0.641,0.365,7,8.23e-06,0.297,-11.763,1,0.027,0.348,134.881,4
2021-02-18 04:57,Jason Mraz,If It Kills Me,45314,5wfiaGgyuQcW2hvDy2NB5J,0.0444,0.633,0.429,4,0.0,0.132,-6.784,0,0.0381,0.52,143.793,4
2021-02-18 05:01,Harry Styles,Cherry,6089,1a1LrfgkTvfHFykIxcv8WU,0.345,0.761,0.565,11,0.0,0.0825,-7.016,0,0.0411,0.583,105.008,4
2021-02-18 05:01,Khalid,Hundred,277080,5TNX6rJ91T8PdEt94X50Y9,0.000141,0.293,0.932,3,0.000667,0.0648,-2.559,0,0.11,0.514,122.739,4
2021-02-18 05:04,Jon Bellion,Blu,183344,11iIikXxC6NP0Ma8vMD27x,0.0807,0.467,0.757,3,0.908,0.0876,-5.093,1,0.033,0.433,82.282,4
2021-02-18 05:06,FLETCHER,One Too Many,67995,5NUXE8W12lWcUXgJRCjeEw,0.247,0.697,0.535,4,0.0,0.569,-6.504,1,0.068,0.594,82.959,4
2021-02-18 05:09,No Doubt,Underneath It All,17656,6fR6Z0Vc1K6yQWNUIKjAIR,0.235,0.729,0.731,4,1.35e-06,0.391,-4.823,1,0.0682,0.838,138.204,4
2021-02-18 05:09,5 Seconds of Summer,Lover Of Mine,206973,5wejUto9orDIV7g8eb6VZ6,0.513,0.422,0.269,8,0.000212,0.203,-9.457,1,0.0359,0.052,111.884,3
2021-02-18 05:12,ZAYN,Better,174516,6f5ExP43esnvdKPddwKXJH,0.0018,0.717,0.671,0,2.54e-06,0.0921,-5.077,0,0.0337,0.699,110.054,4
2021-02-18 05:12,Jonas Brothers,Sucker,5047,22vgEDb5hykfaTwLuskFGD,0.0427,0.842,0.734,1,0.0,0.106,-5.065,0,0.0588,0.952,137.958,4
2021-02-18 05:12,Bruno Mars,Treasure,1781,55h7vJchibLdUkxdlX3fK7,0.0412,0.874,0.692,5,7.24e-05,0.324,-5.28,0,0.0431,0.937,116.017,4
2021-02-18 05:13,Justin Bieber,Beauty And A Beat,650,190jyVPHYjAqEaOGmMzdyk,0.000688,0.602,0.843,0,5.27e-05,0.0682,-4.831,1,0.0593,0.526,128.003,4
2021-02-18 05:13,Harry Styles,Treat People With Kindness,725,03mMSLEJCPoGJwQhHpN5y0,0.128,0.653,0.869,5,2.2e-05,0.046,-3.725,1,0.0382,0.697,122.017,4
2021-02-18 05:13,Niall Horan,Heartbreak Weather,671,3jf3c9EOFam6Q15sho0XWw,0.00153,0.592,0.884,1,0.0,0.0699,-3.689,1,0.0554,0.772,82.225,4
2021-02-18 05:13,Khalid,Outta My Head (with John Mayer),896,09oZ9eXQ2fo6YDrPzJqAoP,0.0174,0.729,0.545,0,0.000274,0.369,-7.818,1,0.0316,0.514,103.012,4
2021-02-18 05:13,FINNEAS,Die Alone,22634,4LkT6eAaE0ewY21VHfKoBv,0.181,0.588,0.402,10,0.0,0.121,-10.812,1,0.251,0.216,175.667,4
2021-02-18 05:13,Sara Kays,Home for the Summer,35402,14ahZtLV5yKtqQATTfQta0,0.782,0.682,0.529,4,0.000294,0.102,-9.862,1,0.0469,0.39,126.995,4
2021-02-18 05:17,Alessia Cara,I'm Yours,228680,52ZAsLhFwhCZsExUpSdG5H,0.0886,0.646,0.633,1,0.0,0.116,-6.726,1,0.0711,0.505,94.875,4
2021-02-18 05:18,Billie Eilish,bad guy,32100,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,0.425,7,0.13,0.1,-10.965,1,0.375,0.562,135.128,4
2021-02-18 05:19,Harry Styles,Sign of the Times,4245,5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,0.595,5,0.0,0.109,-4.63,1,0.0313,0.222,119.972,4
2021-02-18 05:19,Bruno Mars,Gorilla,1877,32B4HyegZNlYIWhENs8FcZ,0.303,0.844,0.98,1,0.000751,0.55,-1.259,1,0.0535,0.316,110.005,4
2021-02-18 05:19,Clairo,Softly,35946,0Q0IVlqMV64kNLlwjPj0Hl,0.0279,0.765,0.29,4,0.0,0.571,-17.117,0,0.139,0.506,92.409,4
2021-02-18 05:19,FINNEAS,Let's Fall in Love for the Night,11786,7kQkmyoHCEqwe7QwDbkSXM,0.802,0.737,0.408,5,0.0,0.171,-7.941,1,0.104,0.374,127.921,4
